interpret,name,phonetic,sound
n.毛虫，蝴蝶的幼虫,caterpillar,[ˈkætəpɪlə(r)],http://sound.yywz123.com/qsbdcword/c/caterpillar.mp3
adj.有绒毛的，空洞的,fluffy,[ˈflʌfi],http://sound.yywz123.com/qsbdcword/f/fluffy.mp3
n.[动]蝌蚪,tadpole,[ˈtædpəʊl],http://sound.yywz123.com/qsbdcword/t/tadpole.mp3
n.马；int.向右！前进！，惊讶时所发声音；v.向右转,gee,[dʒi:],http://sound.yywz123.com/qsbdcword/g/gee.mp3
n.蜂鸟,hummingbird,[ˈhʌmɪŋbɜ:d],http://sound.yywz123.com/qsbdcword/h/hummingbird.mp3
n.变色龙，蜥蜴；善变之人,chameleon,[kəˈmi:liən],http://sound.yywz123.com/qsbdcword/c/chameleon.mp3
n.缕花锯，竖锯，拼图游戏；vt.用竖锯锯，使互相交错搭接,jigsaw,[ˈdʒɪgsɔ:],http://sound.yywz123.com/qsbdcword/j/jigsaw.mp3
n.柔道,judo,[ˈdʒu:dəʊ],http://sound.yywz123.com/qsbdcword/j/judo.mp3
n.连指手套，露指手套,mitten,[ˈmɪtn],http://sound.yywz123.com/qsbdcword/m/mitten.mp3
n.地铁；adj.大都市的；（METRO）麦德隆,metro,[ˈmetrəʊ],http://sound.yywz123.com/qsbdcword/m/metro.mp3
n.蟑螂,cockroach,[ˈkɒkrəʊtʃ],http://sound.yywz123.com/qsbdcword/c/cockroach.mp3
int.好哇，万岁，乌拉,hurrah,[həˈrɑ:],http://sound.yywz123.com/qsbdcword/h/hurrah.mp3
n.扑克；vt.烙制,poker,[ˈpəʊkə(r)],http://sound.yywz123.com/qsbdcword/p/poker.mp3
n.小袋，小包，囊状袋；vt.装...入袋中，用袋运输；vi.用袋送信件,pouch,[paʊtʃ],http://sound.yywz123.com/qsbdcword/p/pouch.mp3
n.酶干；vt.修剪，砍掉，削减；vi.删除,prune,[pru:n],http://sound.yywz123.com/qsbdcword/p/prune.mp3
n.椰子,coconut,[ˈkəʊkənʌt],http://sound.yywz123.com/qsbdcword/c/coconut.mp3
n.乐队用指挥杖,baton,['bætɒn],http://sound.yywz123.com/qsbdcword/b/baton.mp3
n.绿菜花，花椰菜,broccoli,[ˈbrɒkəli],http://sound.yywz123.com/qsbdcword/b/broccoli.mp3
n.菊，菊花,chrysanthemum,[krɪˈsænθəməm],http://sound.yywz123.com/qsbdcword/c/chrysanthemum.mp3
n.(动物)猎豹,cheetah,[ˈtʃi:tə],http://sound.yywz123.com/qsbdcword/c/cheetah.mp3
vi. 邻接；毗邻；紧靠 vt. 邻接；毗邻；紧靠,abut,[əˈbʌt],http://sound.yywz123.com/qsbdcword/a/abut.mp3
n.经商方法，待人态度,dealing,[ˈdi:lɪŋ],http://sound.yywz123.com/qsbdcword/d/dealing.mp3
n.宣言，声明,manifesto,[ˌmænɪˈfestəʊ],http://sound.yywz123.com/qsbdcword/m/manifesto.mp3
n.反向，倒转，倒置,inversion,[ɪnˈvɜ:ʃn],http://sound.yywz123.com/qsbdcword/i/inversion.mp3
adj.无定形的,amorphous,[əˈmɔ:fəs],http://sound.yywz123.com/qsbdcword/a/amorphous.mp3
adj.可发觉的；可查明的,detectable,[diˈtektəbl],http://sound.yywz123.com/qsbdcword/d/detectable.mp3
n.流布；普及；散漫,diffusion,[dɪ'fju:ʒn],http://sound.yywz123.com/qsbdcword/d/diffusion.mp3
n.分散，解体,disintegration,[dɪsˌɪntɪ'ɡreɪʃn],http://sound.yywz123.com/qsbdcword/d/disintegration.mp3
n.细丝；长丝；灯丝,filament,[ˈfɪləmənt],http://sound.yywz123.com/qsbdcword/f/filament.mp3
adj.庞杂的；异类的,heterogeneous,[ˌhetərəˈdʒi:niəs],http://sound.yywz123.com/qsbdcword/h/heterogeneous.mp3
n.圆括号，插入语，插曲，间歇，停歇,parenthesis,[pəˈrenθəsɪs],http://sound.yywz123.com/qsbdcword/p/parenthesis.mp3
n.光合作用,photosynthesis,[ˌfəʊtəʊˈsɪnθəsɪs],http://sound.yywz123.com/qsbdcword/p/photosynthesis.mp3
n.后缀；vt.添后缀,suffix,[ˈsʌfɪks],http://sound.yywz123.com/qsbdcword/s/suffix.mp3
n.婉言，委婉的说法,euphemism,[ˈju:fəmɪzəm],http://sound.yywz123.com/qsbdcword/e/euphemism.mp3
n.小牛肉,veal,[vi:l],http://sound.yywz123.com/qsbdcword/v/veal.mp3
n.懊悔，芸香，后悔；v.后悔，悲伤，懊悔,rue,[ru:],http://sound.yywz123.com/qsbdcword/r/rue.mp3
n.钳；夹子,tongs,[tɒŋz],http://sound.yywz123.com/qsbdcword/t/tongs.mp3
adj.欢宴的，节日的,festive,[ˈfestɪv],http://sound.yywz123.com/qsbdcword/f/festive.mp3
n.耳垂，（肺，肝等的）叶,lobe,[ləʊb],http://sound.yywz123.com/qsbdcword/l/lobe.mp3
adj.可怕的，令人惊惧的,horrendous,[hɒˈrendəs],http://sound.yywz123.com/qsbdcword/h/horrendous.mp3
n.指节；vi.开始努力工作；屈服，认输,knuckle,[ˈnʌkl],http://sound.yywz123.com/qsbdcword/k/knuckle.mp3
n.幻影，虚位，幽灵；adj.错觉的，幻影的，幽灵的,phantom,[ˈfæntəm],http://sound.yywz123.com/qsbdcword/p/phantom.mp3
n.无，全无，零,nil,[nɪl],http://sound.yywz123.com/qsbdcword/n/nil.mp3
n.跳蚤,flea,[fli:],http://sound.yywz123.com/qsbdcword/f/flea.mp3
n.竞争者，参加竞赛者,contestant,[kənˈtestənt],http://sound.yywz123.com/qsbdcword/c/contestant.mp3
n.印痕，痕迹；深刻的印象；vt.压印，牢记,imprint,[ɪmˈprɪnt],http://sound.yywz123.com/qsbdcword/i/imprint.mp3
adj.提供资料的，增进知识的,informative,[ɪnˈfɔ:mətɪv],http://sound.yywz123.com/qsbdcword/i/informative.mp3
n./adj.潜意识(的)，下意识(的),subconscious,[ˌsʌbˈkɒnʃəs],http://sound.yywz123.com/qsbdcword/s/subconscious.mp3
n.囚禁；被俘；束缚,captivity,[kæpˈtɪvəti],http://sound.yywz123.com/qsbdcword/c/captivity.mp3
n.树丛，草丛；vi.用沉重的脚步行走,clump,[klʌmp],http://sound.yywz123.com/qsbdcword/c/clump.mp3
vt.渗入；灌输；输血,transfuse,[træns'fju:z],http://sound.yywz123.com/qsbdcword/t/transfuse.mp3
n.注释者，解说者；实况广播评论员,commentator,[ˈkɒmənteɪtə(r)],http://sound.yywz123.com/qsbdcword/c/commentator.mp3
n./v.决斗；(双方的)斗争,duel,[ˈdju:əl],http://sound.yywz123.com/qsbdcword/d/duel.mp3
n.挂毯，丰富多采的画面,tapestry,[ˈtæpəstri],http://sound.yywz123.com/qsbdcword/t/tapestry.mp3
n.省略符号，省略(语法结构上的),ellipsis,[ɪˈlɪpsɪs],http://sound.yywz123.com/qsbdcword/e/ellipsis.mp3
n.豪华轿车,limousine,[ˈlɪməzi:n],http://sound.yywz123.com/qsbdcword/l/limousine.mp3
n.耗尽，枯竭,depletion,[dɪ'pli:ʃn],http://sound.yywz123.com/qsbdcword/d/depletion.mp3
n.仙人掌,cactus,[ˈkæktəs],http://sound.yywz123.com/qsbdcword/c/cactus.mp3
adj.富有诗意的，有诗人气质的，善于抒情的,poetic,[pəʊˈetɪk],http://sound.yywz123.com/qsbdcword/p/poetic.mp3
n.小吃，开胃品,appetizer,[ˈæpɪtaɪzə(r)],http://sound.yywz123.com/qsbdcword/a/appetizer.mp3
n.中国官话，国语，满清官吏；adj.华丽辞藻的,Mandarin,[ˈmændərɪn],http://sound.yywz123.com/qsbdcword/M/Mandarin.mp3
n.象征，标志；徽章,emblem,[ˈembləm],http://sound.yywz123.com/qsbdcword/e/emblem.mp3
n.柄，突出部，螺帽；(英）耳朵；（俚）笨蛋；vt.拖，拉，用力拖动,lug,[lʌg],http://sound.yywz123.com/qsbdcword/l/lug.mp3
n.隼，猎鹰,falcon,[ˈfɔ:lkən],http://sound.yywz123.com/qsbdcword/f/falcon.mp3
adj.可怕的，悲惨的，阴惨的，极端的,dire,[ˈdaɪə(r)],http://sound.yywz123.com/qsbdcword/d/dire.mp3
vi. 烧焦；打杂 n. 炭；家庭杂务 vt. 把…烧成炭,char,[tʃɑ:(r)],http://sound.yywz123.com/qsbdcword/c/char.mp3
n.霍乱,cholera,[ˈkɒlərə],http://sound.yywz123.com/qsbdcword/c/cholera.mp3
vt.领悟，彻底了解,fathom,[ˈfæðəm],http://sound.yywz123.com/qsbdcword/f/fathom.mp3
n.地质学家,geologist,[dʒiˈɒlədʒɪst],http://sound.yywz123.com/qsbdcword/g/geologist.mp3
n.琥珀；琥珀色；adj.琥珀制的,amber,[ˈæmbə(r)],http://sound.yywz123.com/qsbdcword/a/amber.mp3
n.啤酒厂,brewery,[ˈbru:əri],http://sound.yywz123.com/qsbdcword/b/brewery.mp3
adj.官僚的，繁文缛节的,bureaucratic,[ˌbjʊərəˈkrætɪk],http://sound.yywz123.com/qsbdcword/b/bureaucratic.mp3
n.雀科鸣禽(如燕雀，金丝雀等),finch,[fɪntʃ],http://sound.yywz123.com/qsbdcword/f/finch.mp3
n.大麻；纤维,hemp,[hemp],http://sound.yywz123.com/qsbdcword/h/hemp.mp3
n.花招，谎话，欺骗,humbug,[ˈhʌmbʌg],http://sound.yywz123.com/qsbdcword/h/humbug.mp3
n.河口，江口,estuary,[ˈestʃuəri],http://sound.yywz123.com/qsbdcword/e/estuary.mp3
n.盐分；咸度；盐浓度；咸性,salinity,[sə'lɪnətɪ],http://sound.yywz123.com/qsbdcword/s/salinity.mp3
n.毒胡萝卜，铁杉,hemlock,[ˈhemlɒk],http://sound.yywz123.com/qsbdcword/h/hemlock.mp3
adj.鼻子大的，好管闲事的，爱追问的；n.大鼻者,nosy,['nəʊzɪ],http://sound.yywz123.com/qsbdcword/n/nosy.mp3
n.魔法，巫术,witchcraft,[ˈwɪtʃkrɑ:ft],http://sound.yywz123.com/qsbdcword/w/witchcraft.mp3
n.拉，牵引，拖；一网（饮，吸，阵)；顿服药量，通风；v.起草，设计,draught,[drɑ:ft],http://sound.yywz123.com/qsbdcword/d/draught.mp3
n.独奏者，独唱者,soloist,[ˈsəʊləʊɪst],http://sound.yywz123.com/qsbdcword/s/soloist.mp3
vt. 拍击使之前进；打…的屁股 vi. 掴；飞跑 n. 一巴掌,spank,[spæŋk],http://sound.yywz123.com/qsbdcword/s/spank.mp3
n.挖掘，发掘；被挖掘之地,excavation,[ˌekskəˈveɪʃn],http://sound.yywz123.com/qsbdcword/e/excavation.mp3
n.毒液，恶毒，痛恨,venom,[ˈvenəm],http://sound.yywz123.com/qsbdcword/v/venom.mp3
adj.全能的，万能的；很大的，很强的,almighty,[ɔ:lˈmaɪti],http://sound.yywz123.com/qsbdcword/a/almighty.mp3
n.直喻，明喻,simile,[ˈsɪməli],http://sound.yywz123.com/qsbdcword/s/simile.mp3
n.裂片，细片，梳毛；v.纵切，切成长片，剖开,sliver,[ˈslɪvə(r)],http://sound.yywz123.com/qsbdcword/s/sliver.mp3
n.凤凰，长生(不死)鸟；引申为重生,phoenix,[ˈfi:nɪks],http://sound.yywz123.com/qsbdcword/p/phoenix.mp3
n.绕行的路，迂回路；v.迂回，绕道,detour,[ˈdi:tʊə(r)],http://sound.yywz123.com/qsbdcword/d/detour.mp3
n.享有自治权的市镇；(英)自治市镇,borough,[ˈbʌrə],http://sound.yywz123.com/qsbdcword/b/borough.mp3
vt.给…镀金，把…漆成金色，使呈金色,gild,[gɪld],http://sound.yywz123.com/qsbdcword/g/gild.mp3
adj.不纯净的，不洁的；不道德的，下流的,impure,[ɪmˈpjʊə(r)],http://sound.yywz123.com/qsbdcword/i/impure.mp3
n.水雷，地雷；v.用鱼雷破坏,torpedo,[tɔ:ˈpi:dəʊ],http://sound.yywz123.com/qsbdcword/t/torpedo.mp3
n.终身职位；任期；(土地)保有权，保有期,tenure,[ˈtenjə(r)],http://sound.yywz123.com/qsbdcword/t/tenure.mp3
adj.光滑的，井然有序的；v.使光滑，梳拢,sleek,[sli:k],http://sound.yywz123.com/qsbdcword/s/sleek.mp3
n.妄想狂，偏执狂；多疑症,paranoia,[ˌpærəˈnɔɪə],http://sound.yywz123.com/qsbdcword/p/paranoia.mp3
n.清真寺,mosque,[mɒsk],http://sound.yywz123.com/qsbdcword/m/mosque.mp3
adj.质朴宜人的，田园风光的,idyllic,[ɪˈdɪlɪk],http://sound.yywz123.com/qsbdcword/i/idyllic.mp3
vt.触怒，激怒,enrage,[ɪnˈreɪdʒ],http://sound.yywz123.com/qsbdcword/e/enrage.mp3
adj.摄氏温度计的，摄氏的,Celsius,[ˈselsiəs],http://sound.yywz123.com/qsbdcword/C/Celsius.mp3
n.领事馆,consulate,[ˈkɒnsjələt],http://sound.yywz123.com/qsbdcword/c/consulate.mp3
n.喧闹声，嘈杂声,din,[dɪn],http://sound.yywz123.com/qsbdcword/d/din.mp3
vi. 下垂；萎靡；凋萎 vt. 使…下垂 n. 下垂；消沉,droop,[dru:p],http://sound.yywz123.com/qsbdcword/d/droop.mp3
n.钢笔尖；尖头,nib,[nɪb],http://sound.yywz123.com/qsbdcword/n/nib.mp3
vi.叮当作响；n.叮当声,tinkle,[ˈtɪŋkl],http://sound.yywz123.com/qsbdcword/t/tinkle.mp3
vi.注意，留意，言及；n.广告,advert,[ˈædvɜ:t],http://sound.yywz123.com/qsbdcword/a/advert.mp3
n.坟场,graveyard,[ˈgreɪvjɑ:d],http://sound.yywz123.com/qsbdcword/g/graveyard.mp3
adj.各种工艺的，综合技术的；n.工艺(专科)学校；理工(专科)学校,polytechnic,[ˌpɒliˈteknɪk],http://sound.yywz123.com/qsbdcword/p/polytechnic.mp3
n.甜菜；甜菜根,beet,[bi:t],http://sound.yywz123.com/qsbdcword/b/beet.mp3
n.韭葱,leek,[li:k],http://sound.yywz123.com/qsbdcword/l/leek.mp3
n.胎块；痣；克分子,mole,[məʊl],http://sound.yywz123.com/qsbdcword/m/mole.mp3
n.无花果(树),fig,[fɪg],http://sound.yywz123.com/qsbdcword/f/fig.mp3
n.菠菜,spinach,[ˈspɪnɪtʃ],http://sound.yywz123.com/qsbdcword/s/spinach.mp3
adj.有波浪的，多浪的，波浪状的，波动的，不稳定的,wavy,[ˈweɪvi],http://sound.yywz123.com/qsbdcword/w/wavy.mp3
n.航空术，航空学,aeronautics,[ˌeərəˈnɔ:tɪks],http://sound.yywz123.com/qsbdcword/a/aeronautics.mp3
n.魔鬼，恶魔,demon,[ˈdi:mən],http://sound.yywz123.com/qsbdcword/d/demon.mp3
n.远征旅行(探险、考察)；探险队，狩猎队,safari,[səˈfɑ:ri],http://sound.yywz123.com/qsbdcword/s/safari.mp3
n.泻湖，咸水湖,lagoon,[ləˈgu:n],http://sound.yywz123.com/qsbdcword/l/lagoon.mp3
n.蝎子，心黑的人，蝎子鞭,scorpion,[ˈskɔ:piən],http://sound.yywz123.com/qsbdcword/s/scorpion.mp3
adj.阴天的，阴暗的，愁闷的；v.遮盖，（使）变暗，包边缝；n.覆盖，阴天,overcast,[ˌəʊvəˈkɑ:st],http://sound.yywz123.com/qsbdcword/o/overcast.mp3
n.懒惰鬼，旷课者；adj.偷懒的，旷课的，游荡的；v.偷懒，旷课,truant,[ˈtru:ənt],http://sound.yywz123.com/qsbdcword/t/truant.mp3
n.腮腺炎,mumps,[mʌmps],http://sound.yywz123.com/qsbdcword/m/mumps.mp3
n.碘，碘酒,iodine,[ˈaɪədi:n],http://sound.yywz123.com/qsbdcword/i/iodine.mp3
n.废物，垃圾，抽奖售卖；v.以抽彩出售,raffle,[ˈræfl],http://sound.yywz123.com/qsbdcword/r/raffle.mp3
n.滑翔机；滑翔导弹,glider,[ˈglaɪdə(r)],http://sound.yywz123.com/qsbdcword/g/glider.mp3
n.绷紧的绳索或钢丝,tightrope,[ˈtaɪtrəʊp],http://sound.yywz123.com/qsbdcword/t/tightrope.mp3
n.洗剂,lotion,[ˈləʊʃn],http://sound.yywz123.com/qsbdcword/l/lotion.mp3
n.无边女帽；童帽,bonnet,[ˈbɒnɪt],http://sound.yywz123.com/qsbdcword/b/bonnet.mp3
n.河马,hippopotamus,[ˌhɪpəˈpɒtəməs],http://sound.yywz123.com/qsbdcword/h/hippopotamus.mp3
