interpret,name,phonetic,sound
n.大杯(有柄的),mug,[mʌg],http://sound.yywz123.com/qsbdcword/m/mug.mp3
n.(浇水用的)水壶；水壶，水锅,kettle,[ˈketl],http://sound.yywz123.com/qsbdcword/k/kettle.mp3
n.渡船，渡口；v.渡运；(越海)空运,ferry,[ˈferi],http://sound.yywz123.com/qsbdcword/f/ferry.mp3
n.（贝、卵、坚果等的）壳；外壳；炮弹；（人的）表面性格；vt.去壳，脱落；炮击；vi.剥皮；炮轰,shell,[ʃel],http://sound.yywz123.com/qsbdcword/s/shell.mp3
vi. 钻孔；训练 vt. 钻孔；训练；条播；n.操练；练习；钻孔(机),drill,[drɪl],http://sound.yywz123.com/qsbdcword/d/drill.mp3
vi. 旋转；纺纱；吐丝；晕眩 vt. 使旋转；纺纱；编造；结网 n. 旋转；疾驰,spin,[spɪn],http://sound.yywz123.com/qsbdcword/s/spin.mp3
adj.粗糙的；粗略的，大致的；粗野的，粗暴的,rough,[rʌf],http://sound.yywz123.com/qsbdcword/r/rough.mp3
n.（英）卡车；[车辆]货车；运料车,lorry,[ˈlɒri],http://sound.yywz123.com/qsbdcword/l/lorry.mp3
n.喷泉，源泉，储水容器，泉水；v.使像喷泉一样流,fountain,[ˈfaʊntən],http://sound.yywz123.com/qsbdcword/f/fountain.mp3
vt. 挖，掘；探究 vi. 挖掘,dig,[dɪg],http://sound.yywz123.com/qsbdcword/d/dig.mp3
n.拖把，乱蓬蓬的头发；v.用拖把洗擦，擦，拭,mop,[mɒp],http://sound.yywz123.com/qsbdcword/m/mop.mp3
n.天鹅；vi.闲荡，游荡,swan,[swɒn],http://sound.yywz123.com/qsbdcword/s/swan.mp3
n.有轨电车,tram,[træm],http://sound.yywz123.com/qsbdcword/t/tram.mp3
n.潜水员，跳水运动员,diver,[ˈdaɪvə(r)],http://sound.yywz123.com/qsbdcword/d/diver.mp3
n.垫子，橡皮软垫&vt.加垫褥，缓冲，掩盖,cushion,[ˈkʊʃn],http://sound.yywz123.com/qsbdcword/c/cushion.mp3
n.小包；包裹；vt.分配；打包；adj.部分的；adv.局部地,parcel,[ˈpɑ:sl],http://sound.yywz123.com/qsbdcword/p/parcel.mp3
n.球场；声音的高低度；沥青；程度；v.投掷,pitch,[pɪtʃ],http://sound.yywz123.com/qsbdcword/p/pitch.mp3
n.民意测验，民意调查，选举投票,poll,[pəʊl],http://sound.yywz123.com/qsbdcword/p/poll.mp3
n.铺砌，铺设，铺筑；铺路石，铺石路，人行道，车道,pavement,[ˈpeɪvmənt],http://sound.yywz123.com/qsbdcword/p/pavement.mp3
n.鱿鱼,squid,[skwɪd],http://sound.yywz123.com/qsbdcword/s/squid.mp3
n.西藏,Tibet,[ti'bet],http://sound.yywz123.com/qsbdcword/T/Tibet.mp3
n.露天大型运动场,stadium,[ˈsteɪdiəm],http://sound.yywz123.com/qsbdcword/s/stadium.mp3
adj.商业的，商用的，商品化的；n.广告节目,commercial,[kəˈmɜ:ʃl],http://sound.yywz123.com/qsbdcword/c/commercial.mp3
vi.发破裂声；噼啪地响；vt.（使）开裂；破裂；n.裂缝，缝隙；爆裂声，破裂声，劈啪声,crack,[kræk],http://sound.yywz123.com/qsbdcword/c/crack.mp3
n.辣椒；胡椒；胡椒粉；vt.在…上撒胡椒粉；使布满,pepper,[ˈpepə(r)],http://sound.yywz123.com/qsbdcword/p/pepper.mp3
n.智力竞赛；测验，小型考试,quiz,[kwɪz],http://sound.yywz123.com/qsbdcword/q/quiz.mp3
n.酱油，酱汁；调味汁,sauce,[sɔ:s],http://sound.yywz123.com/qsbdcword/s/sauce.mp3
n.醋,vinegar,[ˈvɪnɪgə(r)],http://sound.yywz123.com/qsbdcword/v/vinegar.mp3
n.韵，押韵，韵文；vi.押韵，作诗；vt.使押韵，用韵诗表达,rhyme,[raɪm],http://sound.yywz123.com/qsbdcword/r/rhyme.mp3
n.纪念品，纪念物,souvenir,[ˌsu:vəˈnɪə(r)],http://sound.yywz123.com/qsbdcword/s/souvenir.mp3
n.哺乳动物,mammal,[ˈmæml],http://sound.yywz123.com/qsbdcword/m/mammal.mp3
