interpret,name,phonetic,sound
n.箱柜；vt.放入箱内；[计算机] DOS文件名:二进制目标文件,bin,[bɪn],http://sound.yywz123.com/qsbdcword/b/bin.mp3
n.水族馆，养鱼池，玻璃缸,aquarium,[əˈkweəriəm],http://sound.yywz123.com/qsbdcword/a/aquarium.mp3
n.恐龙,dinosaur,[ˈdaɪnəsɔ:(r)],http://sound.yywz123.com/qsbdcword/d/dinosaur.mp3
n.螃蟹，偏航，脾气乖戾的人，酸苹果；vi.捕蟹，偏航，发牢骚；vt.使偏航，发脾气,crab,[kræb],http://sound.yywz123.com/qsbdcword/c/crab.mp3
n.莴苣；生菜,lettuce,[ˈletɪs],http://sound.yywz123.com/qsbdcword/l/lettuce.mp3
n.眨眼，使眼色，瞬间；vi.眨眼，使眼色，闪烁；vt.眨眼,wink,[wɪŋk],http://sound.yywz123.com/qsbdcword/w/wink.mp3
n.爬行动物；两栖动物,reptile,[ˈreptaɪl],http://sound.yywz123.com/qsbdcword/r/reptile.mp3
n.企鹅,penguin,[ˈpeŋgwɪn],http://sound.yywz123.com/qsbdcword/p/penguin.mp3
n.虾，小虾；矮小的人,shrimp,[ʃrɪmp],http://sound.yywz123.com/qsbdcword/s/shrimp.mp3
n.姜，精力，淡赤黄色；adj.淡赤黄色的；vt.使活泼，使有生气,ginger,[ˈdʒɪndʒə(r)],http://sound.yywz123.com/qsbdcword/g/ginger.mp3
n.插座，千斤顶，男人；vt.抬起，提醒，扛举；n.（Jake）杰克,jack,[dʒæk],http://sound.yywz123.com/qsbdcword/j/jack.mp3
n.长笛；vi.吹笛；vt.用长笛吹奏,flute,[flu:t],http://sound.yywz123.com/qsbdcword/f/flute.mp3
n.(有柄，小口，可盛水等的)大壶，罐，盂,jug,[dʒʌg],http://sound.yywz123.com/qsbdcword/j/jug.mp3
n.喇叭，喇叭声；vt.吹喇叭，吹嘘；vi.吹喇叭；发出喇叭般的声音,trumpet,[ˈtrʌmpɪt],http://sound.yywz123.com/qsbdcword/t/trumpet.mp3
n.单脚跳，跳跃；vi.单脚跳，跳跃；着手做某事；vt.跳跃，跃过,hop,[hɒp],http://sound.yywz123.com/qsbdcword/h/hop.mp3
n.拖鞋,slipper,[ˈslɪpə(r)],http://sound.yywz123.com/qsbdcword/s/slipper.mp3
n.谜；谜语；vt. 解谜；出谜题；充满；筛选；vi.出谜题,riddle,[ˈrɪdl],http://sound.yywz123.com/qsbdcword/r/riddle.mp3
n.寓言；童话；神话,fable,[ˈfeɪbl],http://sound.yywz123.com/qsbdcword/f/fable.mp3
n.卖主；小贩,vendor,[ˈvendə(r)],http://sound.yywz123.com/qsbdcword/v/vendor.mp3
