interpret,name,phonetic,sound
n.果冻；胶状物；vi.结冻；做果冻；vt.使结冻,jelly,[ˈdʒeli],http://sound.yywz123.com/qsbdcword/j/jelly.mp3
n.石灰，酸橙，酸橙树，粘鸟胶，钙；vt.施石灰，涂上粘性物质，沾上粘鸟胶,lime,[laɪm],http://sound.yywz123.com/qsbdcword/l/lime.mp3
n.箔，金属薄片，陪衬；vt.挫败，使受挫折,foil,[fɔɪl],http://sound.yywz123.com/qsbdcword/f/foil.mp3
n.茎，追踪，高视阔步；v.悄悄靠近，蔓延，高视阔步,stalk,[stɔ:k],http://sound.yywz123.com/qsbdcword/s/stalk.mp3
adj.（刀子）钝的，不锋利的，迟钝的，直率的,blunt,[blʌnt],http://sound.yywz123.com/qsbdcword/b/blunt.mp3
n.小狗，幼犬,puppy,[ˈpʌpi],http://sound.yywz123.com/qsbdcword/p/puppy.mp3
n.髭；小胡子；八字胡；触须,moustache,[məˈstɑ:ʃ],http://sound.yywz123.com/qsbdcword/m/moustache.mp3
n.松鼠，松鼠的毛皮；vt.贮藏以备用,squirrel,[ˈskwɪrəl],http://sound.yywz123.com/qsbdcword/s/squirrel.mp3
n.长方形，矩形,rectangle,[ˈrektæŋgl],http://sound.yywz123.com/qsbdcword/r/rectangle.mp3
n.地下通道，下层道路,underpass,[ˈʌndəpɑ:s],http://sound.yywz123.com/qsbdcword/u/underpass.mp3
vt.编织，密接，结合，皱眉；vi.编织，变得紧凑，愈合；n.编织,knit,[nɪt],http://sound.yywz123.com/qsbdcword/k/knit.mp3
adj.金发的；n.白肤碧眼金发的人,blond,[blɒnd],http://sound.yywz123.com/qsbdcword/b/blond.mp3
adj.卷曲的，卷缩的,curly,[ˈkɜ:li],http://sound.yywz123.com/qsbdcword/c/curly.mp3
n.火星，战争,Mars,[mɑ:z],http://sound.yywz123.com/qsbdcword/M/Mars.mp3
adj.狡猾的，偷偷摸摸的,sly,[slaɪ],http://sound.yywz123.com/qsbdcword/s/sly.mp3
n. 肿块，隆起物；撞击 vi. 碰撞，撞击；颠簸而行 vt. 碰，撞；颠簸,bump,[bʌmp],http://sound.yywz123.com/qsbdcword/b/bump.mp3
n.休闲室，休息室，长沙发；v.闲荡，闲散地度过，混日子,lounge,[laʊndʒ],http://sound.yywz123.com/qsbdcword/l/lounge.mp3
n.黑猩猩,chimpanzee,[ˌtʃɪmpænˈzi:],http://sound.yywz123.com/qsbdcword/c/chimpanzee.mp3
n.变形金刚，变压器,transformer,[trænsˈfɔ:mə(r)],http://sound.yywz123.com/qsbdcword/t/transformer.mp3
n.凳子；粪便；根株；v.长出新枝，排便,stool,[stu:l],http://sound.yywz123.com/qsbdcword/s/stool.mp3
n.拖，拉，牵引,tow,[təʊ],http://sound.yywz123.com/qsbdcword/t/tow.mp3
n.徽章，证章，标记，标识，象征,badge,[bædʒ],http://sound.yywz123.com/qsbdcword/b/badge.mp3
vt.（用力地）举起，抛,heave,[hi:v],http://sound.yywz123.com/qsbdcword/h/heave.mp3
adj.文献的；n.纪录片,documentary,[ˌdɒkjuˈmentri],http://sound.yywz123.com/qsbdcword/d/documentary.mp3
n.鸽，温和派人物，“鸽派”人物,dove,[dʌv],http://sound.yywz123.com/qsbdcword/d/dove.mp3
n.衫衣，内衣，贴身衣,underwear,[ˈʌndəweə(r)],http://sound.yywz123.com/qsbdcword/u/underwear.mp3
vi./n.号叫，叫喊,yell,[jel],http://sound.yywz123.com/qsbdcword/y/yell.mp3
