interpret,name,phonetic,sound
n.豆，蚕豆，豆科植物,bean,[bi:n],http://sound.yywz123.com/qsbdcword/b/bean.mp3
n.气球,balloon,[bəˈlu:n],http://sound.yywz123.com/qsbdcword/b/balloon.mp3
n.旗帜，标志(记)，特征(位),flag,[flæg],http://sound.yywz123.com/qsbdcword/f/flag.mp3
n.风扇，迷，狂热者；vt.煽，煽动，刺激；vi. 成扇形散开；飘动,fan,[fæn],http://sound.yywz123.com/qsbdcword/f/fan.mp3
n.女王，皇后；（纸牌、国际象棋中的）王后,queen,[kwi:n],http://sound.yywz123.com/qsbdcword/q/queen.mp3
n.地球；地球仪；球体；世界,globe,[gləʊb],http://sound.yywz123.com/qsbdcword/g/globe.mp3
n.罐子；坛子；瓶子,jar,[dʒɑ:(r)],http://sound.yywz123.com/qsbdcword/j/jar.mp3
n.水手，水兵，海员，船夫,sailor,[ˈseɪlə(r)],http://sound.yywz123.com/qsbdcword/s/sailor.mp3
n.锤，榔头；vi.锤击，敲打；vt. 锤击；锤打,hammer,[ˈhæmə(r)],http://sound.yywz123.com/qsbdcword/h/hammer.mp3
n.开的人；开局人；开启用的工具,opener,[ˈəʊpnə(r)],http://sound.yywz123.com/qsbdcword/o/opener.mp3
n.带子，皮带，腰带；vt.系腰带，抽打；vi. 猛击,belt,[belt],http://sound.yywz123.com/qsbdcword/b/belt.mp3
n.棉被；vt.制成棉被，摘录；vi.缝被子,quilt,[kwɪlt],http://sound.yywz123.com/qsbdcword/q/quilt.mp3
n.弓，船头，鞠躬；vi.鞠躬，弯腰；vt. 鞠躬；弯腰,bow,[bəʊ],http://sound.yywz123.com/qsbdcword/b/bow.mp3
vi.售出(货物等)过多；过分吹嘘vt. 销售过多,oversell,[ˌəʊvəˈsel],http://sound.yywz123.com/qsbdcword/o/oversell.mp3
"vt.& vi.拍手，鼓掌； 轻轻拍打某人；拍翅膀；n.鼓掌，拍手； 拍手声； 噼拍声；vi.鼓掌，拍手； 啪地关上
",clap,[klæp],http://sound.yywz123.com/qsbdcword/c/clap.mp3
n.屏蔽，面具，假面具，掩饰，石膏面像；vt.戴面具，掩饰，使模糊；vi.化装，戴面具，掩饰,mask,[mɑ:sk],http://sound.yywz123.com/qsbdcword/m/mask.mp3
n.小点，小圆点；vt.加上小点，散布于，点缀,dot,[dɒt],http://sound.yywz123.com/qsbdcword/d/dot.mp3
n.牙签,toothpick,[ˈtu:θpɪk],http://sound.yywz123.com/qsbdcword/t/toothpick.mp3
n.屋顶；vt.给...覆以屋顶，覆盖,roof,[ru:f],http://sound.yywz123.com/qsbdcword/r/roof.mp3
adj.平滑的，平坦的，平稳的，顾忱；vt.弄平，使平滑；消除，排除，克服；vi. 变平静；变平滑,smooth,[smu:ð],http://sound.yywz123.com/qsbdcword/s/smooth.mp3
n.巢，窝，休息所，隐匿处；vi.筑巢，找鸟巢；vt.为…设窝，使套入,nest,[nest],http://sound.yywz123.com/qsbdcword/n/nest.mp3
n.救护车,ambulance,[ˈæmbjələns],http://sound.yywz123.com/qsbdcword/a/ambulance.mp3
n.街区；vt.阻塞；adj. 成批的，大块的；交通堵塞的,block,[blɒk],http://sound.yywz123.com/qsbdcword/b/block.mp3
n.分支，树枝；vt/vi.分支，分岔,branch,[brɑ:ntʃ],http://sound.yywz123.com/qsbdcword/b/branch.mp3
n.跳入，潜入 vi.下潜，跳水,dive,[daɪv],http://sound.yywz123.com/qsbdcword/d/dive.mp3
n.引擎，发动机，机车，机械；vt.安装发动机于,engine,[ˈendʒɪn],http://sound.yywz123.com/qsbdcword/e/engine.mp3
adj.刺耳的，锋利的，急剧的；adv.[时刻]正，准；夏普(财富500强公司之一，总部所在地日本，主要经营电子电气),sharp,[ʃɑ:p],http://sound.yywz123.com/qsbdcword/s/sharp.mp3
n.面粉，粉；粉状物质,flour,[ˈflaʊə(r)],http://sound.yywz123.com/qsbdcword/f/flour.mp3
n.玉米，小麦，谷物,corn,[kɔ:n],http://sound.yywz123.com/qsbdcword/c/corn.mp3
n.池塘；vt.堵河成湖；vi.形成池塘,pond,[pɒnd],http://sound.yywz123.com/qsbdcword/p/pond.mp3
n.树干，躯干，(汽车后部)行李箱；象鼻,trunk,[trʌŋk],http://sound.yywz123.com/qsbdcword/t/trunk.mp3
n.长凳，工作台,bench,[bentʃ],http://sound.yywz123.com/qsbdcword/b/bench.mp3
n.雷电，雷声；vt.打雷，大声喊出；vi.打雷；怒喝,thunder,[ˈθʌndə(r)],http://sound.yywz123.com/qsbdcword/t/thunder.mp3
n.帆，乘船航行；vt.乘船航行，浮游，启航；vi.驾船航行,sail,[seɪl],http://sound.yywz123.com/qsbdcword/s/sail.mp3
n.庙宇，寺院；太阳穴,temple,[ˈtempl],http://sound.yywz123.com/qsbdcword/t/temple.mp3
n.舌头，语言，说话方式,tongue,[tʌŋ],http://sound.yywz123.com/qsbdcword/t/tongue.mp3
vt.烤，烘，焙；vi 烘面包；被烤干；受热,bake,[beɪk],http://sound.yywz123.com/qsbdcword/b/bake.mp3
n.点头，打盹，摆动；vi.点头，打盹；vt. 点头；点头表示,nod,[nɒd],http://sound.yywz123.com/qsbdcword/n/nod.mp3
n.请帖；邀请,invitation,[ˌɪnvɪˈteɪʃn],http://sound.yywz123.com/qsbdcword/i/invitation.mp3
n.丛林，密林；原始林,jungle,[ˈdʒʌŋgl],http://sound.yywz123.com/qsbdcword/j/jungle.mp3
n.书法,handwriting,[ˈhændraɪtɪŋ],http://sound.yywz123.com/qsbdcword/h/handwriting.mp3
n. 班长；显示屏；[计]显示器；vt. 监控；记录；测定；vi. 监视,monitor,[ˈmɒnɪtə(r)],http://sound.yywz123.com/qsbdcword/m/monitor.mp3
n.拳击（运动）,boxing,[ˈbɒksɪŋ],http://sound.yywz123.com/qsbdcword/b/boxing.mp3
n.郊游，远足；adj.远足适用的,outing,[ˈaʊtɪŋ],http://sound.yywz123.com/qsbdcword/o/outing.mp3
n.羊肉；羊；娼妓,mutton,[ˈmʌtn],http://sound.yywz123.com/qsbdcword/m/mutton.mp3
n.茄子,eggplant,[ˈegplɑ:nt],http://sound.yywz123.com/qsbdcword/e/eggplant.mp3
adj.活跃的，积极的,active,[ˈæktɪv],http://sound.yywz123.com/qsbdcword/a/active.mp3
adj.好吃的，可口的,tasty,[ˈteɪsti],http://sound.yywz123.com/qsbdcword/t/tasty.mp3
adj.咸的；含盐的,salty,[ˈsɔ:lti],http://sound.yywz123.com/qsbdcword/s/salty.mp3
n.帐，幕，窗帘，门帘，幕布；vt.装帘子于，遮掉,curtain,[ˈkɜ:tn],http://sound.yywz123.com/qsbdcword/c/curtain.mp3
n.路线，轨道，路程，小路，小径；abbr.(=pathological)；,path,[pɑ:θ],http://sound.yywz123.com/qsbdcword/p/path.mp3
n.扶手椅；adj.脱离实际的；安逸的,armchair,[ˈɑ:mtʃeə(r)],http://sound.yywz123.com/qsbdcword/a/armchair.mp3
n.牛；公牛,ox,[ɒks],http://sound.yywz123.com/qsbdcword/o/ox.mp3
n.怪物；巨人，巨兽；残忍的人；adj.巨大的，庞大的,monster,[ˈmɒnstə(r)],http://sound.yywz123.com/qsbdcword/m/monster.mp3
n.金鱼,goldfish,[ˈgəʊldfɪʃ],http://sound.yywz123.com/qsbdcword/g/goldfish.mp3
n.诊所；临床讲课；特殊病例的分析讨论课,clinic,[ˈklɪnɪk],http://sound.yywz123.com/qsbdcword/c/clinic.mp3
n.(运动的)慢跑,jogging,[ˈdʒɒgɪŋ],http://sound.yywz123.com/qsbdcword/j/jogging.mp3
n.人行道；（=pavement）（英）,sidewalk,[ˈsaɪdwɔ:k],http://sound.yywz123.com/qsbdcword/s/sidewalk.mp3
n.面包房，面包店；烘烤食品（面包、糕点等的总称）,bakery,[ˈbeɪkəri],http://sound.yywz123.com/qsbdcword/b/bakery.mp3
n.迪斯尼乐园,Disneyland,[ˈdɪznilænd],http://sound.yywz123.com/qsbdcword/D/Disneyland.mp3
n.交流；通讯；通信,communication,[kəˌmju:nɪˈkeɪʃn],http://sound.yywz123.com/qsbdcword/c/communication.mp3
n.公社，团体，社会，（政治）共同体，共有，一致，共同体，（生物）群落,community,[kəˈmju:nəti],http://sound.yywz123.com/qsbdcword/c/community.mp3
n.邮筒；邮箱,mailbox,[ˈmeɪlbɒks],http://sound.yywz123.com/qsbdcword/m/mailbox.mp3
n.磁盘，磁碟片,disk,[dɪsk],http://sound.yywz123.com/qsbdcword/d/disk.mp3
n.娱乐，乐趣，快乐，招待；娱乐业,entertainment,[ˌentəˈteɪnmənt],http://sound.yywz123.com/qsbdcword/e/entertainment.mp3
n.油，油画颜料；vt.涂油，溶化，vi. 融化；加燃油,oil,[ɔɪl],http://sound.yywz123.com/qsbdcword/o/oil.mp3
adj.喜欢讲话的，健谈的，多嘴的,talkative,[ˈtɔ:kətɪv],http://sound.yywz123.com/qsbdcword/t/talkative.mp3
n.喜剧，趣事，趣闻,comedy,[ˈkɒmədi],http://sound.yywz123.com/qsbdcword/c/comedy.mp3
n.时间表，进度表，计划表，议事日程；vt.预定，编制目录，为某事安排时间,schedule,[ˈʃedju:l],http://sound.yywz123.com/qsbdcword/s/schedule.mp3
n.糖果；vt.用糖煮，使结晶为砂糖；vi.结晶为砂糖,candy,[ˈkændi],http://sound.yywz123.com/qsbdcword/c/candy.mp3
n.厘米[=centimetre],centimeter,['sentɪˌmi:tə],http://sound.yywz123.com/qsbdcword/c/centimeter.mp3
n.丹麦语；adj.丹麦的；丹麦人的；丹麦语的,Danish,[ˈdeɪnɪʃ],http://sound.yywz123.com/qsbdcword/D/Danish.mp3
n.战争；vi.作战,war,[wɔ:(r)],http://sound.yywz123.com/qsbdcword/w/war.mp3
n.冠军，拥护者，战士；vt.保卫，拥护；adj.优胜的,champion,[ˈtʃæmpiən],http://sound.yywz123.com/qsbdcword/c/champion.mp3
n.大陆，洲，(the Continent)欧洲大陆,continent,[ˈkɒntɪnənt],http://sound.yywz123.com/qsbdcword/c/continent.mp3
